1.163309204038264211e-01,8.077147999460554395e-01,2.988032756001295694e-04,1.226779896996663252e-03,7.231568322584032185e-06
1.103090043960960331e-01,8.731639066872944888e-01,4.905501230637641192e-04,3.705585738993287742e-04,5.920897899175536178e-06
1.287639186251742507e-01,5.211057804987505593e-01,4.975061255993605460e-04,1.140169495553349833e-04,7.441734353099483849e-06
1.129835757184727285e-01,7.822895181399599496e-01,8.020858080028082319e-04,7.569031247268688751e-05,7.230312947346505614e-06
1.000989049099021838e-01,7.383381250520858474e-01,8.392573635614580026e-04,1.105973481218166772e-03,7.202299807525427554e-06
1.304126952906315695e-01,7.155647640555597988e-01,2.887493153576940969e-04,9.124686800338666938e-05,7.027343222132790117e-06
1.291258668714079239e-01,7.514297411409447403e-01,8.673561087270126443e-04,6.904640274347541296e-04,6.743528775075937124e-06
1.070814220372123954e-01,7.922200188642536389e-01,1.125287805299904440e-03,6.159094816734350664e-04,7.573121483267614627e-06
1.380043175879971384e-01,8.034078737187475561e-01,1.263132218875234703e-03,6.164778669326358542e-04,6.963835435053829828e-06
1.289102034350612103e-01,8.330398754602398315e-01,8.818723122556074547e-04,1.446198643424509954e-03,6.892508796958947820e-06
1.285704463758118865e-01,8.081737721874510116e-01,6.428001339583645952e-04,7.531140085072238286e-04,7.576718098250938621e-06
1.021543837867927573e-01,8.647933957143885131e-01,7.831249946690433707e-04,9.652752711961676583e-04,7.403738410971568963e-06
1.368398813030208827e-01,7.568697086293326715e-01,8.618314209755351075e-04,3.674560912785284099e-04,6.537825511522335791e-06
1.012890064186536820e-01,9.211640680985597740e-01,1.327476803140401800e-03,9.803527935422033917e-04,7.375020779182973305e-06
1.016222751653225037e-01,6.665467119399675067e-01,1.238485665880609439e-03,1.184878084849703321e-03,6.689548273518995886e-06
1.384241503225408232e-01,8.613993201851980475e-01,1.195251647802158743e-03,1.425991206757581476e-03,7.930899305881357342e-06
1.193475568701949513e-01,8.077745747940755505e-01,1.069217081622438753e-03,9.983905524228362492e-04,8.124422758219785839e-06
1.321443291951682475e-01,8.371809686295390573e-01,4.402059454312348642e-04,2.314396931797394700e-04,7.339381742483422488e-06
1.121506767698611101e-01,7.360171076282817637e-01,7.850808688463356555e-04,9.163423643115708225e-04,8.101020733313817827e-06
1.029220656160666769e-01,7.550052938492561871e-01,5.861208174135310468e-04,4.306132392307260412e-04,6.315516710711438833e-06
1.032624495072015230e-01,8.946532991315880867e-01,1.358669751197419872e-03,7.909002558976766179e-04,7.359665526978542980e-06
1.143781103730355103e-01,9.781058473341462944e-01,4.735739135610546324e-04,9.295584740383346610e-04,6.238793088019693312e-06
1.398341643724809458e-01,7.848912287878133665e-01,1.344448620902159155e-03,8.112142545928350840e-04,7.216849895357050146e-06
1.031271333391623607e-01,8.664516285564272113e-01,4.383666601099553959e-04,1.261343627843792203e-04,6.393342634452596510e-06
1.032687944724818147e-01,9.204625422978858218e-01,9.340419991476291454e-04,1.330312055484376803e-03,6.512159349521951776e-06
1.166750326376243957e-01,9.282407086950619224e-01,1.172396886816985759e-03,1.984487123502615363e-04,7.530024736876169881e-06
1.061636165745624971e-01,7.118168945738356790e-01,1.327204195187612181e-03,4.001861756740821268e-04,6.797246929466425673e-06
1.010060557844760093e-01,6.796552186428312936e-01,5.877582240553304608e-04,8.064378259896922427e-04,6.436441940769404917e-06
1.073303558599620344e-01,7.462261966593697338e-01,1.352107241131628515e-03,8.202578778066919353e-04,6.783197789313965512e-06
1.252489117539654362e-01,9.211742942389030686e-01,6.601631464773683898e-04,5.808011621392570288e-04,7.066444715266455717e-06
1.354857497609278372e-01,7.184903562022637580e-01,1.011130184710928685e-03,7.405620304411538856e-04,7.290587934866650000e-06
1.163486159818024057e-01,8.085775116013589336e-01,9.885318882487891499e-04,6.052071438802041591e-04,6.735973063935634902e-06
1.112326590478601024e-01,9.674525097248120042e-01,7.473791658485613937e-04,8.642007021363824282e-04,7.614266430437296510e-06
1.297486645329501975e-01,8.318663864291004906e-01,1.127356120343833571e-03,9.932988772412821004e-04,7.318798974404293068e-06
1.013857368689021071e-01,8.663471388614617519e-01,2.492781281277585870e-04,5.232718008212071566e-04,7.359648262274812816e-06
1.364056904089979705e-01,7.853772960213049048e-01,4.773687683059091693e-04,1.899063692400406638e-04,7.138741070763446096e-06
1.386034114837284559e-01,8.650913413666294627e-01,3.503200252545651968e-04,5.769568848854819427e-04,7.952044002336680780e-06
1.147119705369908788e-01,9.052399403534474587e-01,1.039491163798712033e-03,6.870702380487085864e-04,7.498399564744491744e-06
1.136578929944758037e-01,6.525382039612150908e-01,9.944908672700832238e-04,9.824556037105406769e-04,6.625984786459139544e-06
1.169402370196286345e-01,8.806827958366445497e-01,1.239401914968117331e-03,6.671245874647221095e-04,7.737025693817220482e-06
1.120613910692493526e-01,1.013560072131634016e+00,1.327470282898391210e-03,2.369019571587665802e-04,8.677506472266790079e-06
1.394612054152865599e-01,8.801700204528933869e-01,6.995320767858003710e-04,3.099765193413251004e-04,7.350015404384070479e-06
1.275410955428912252e-01,7.770244148069714862e-01,9.552359318553240494e-04,1.316298835085423155e-03,8.249625105699328698e-06
1.023273316395848787e-01,8.913235593850091787e-01,6.939119514240878065e-04,1.199152023564487154e-03,7.050073577016769377e-06
1.072281151156461720e-01,7.207712308870242168e-01,1.259414637426045473e-03,1.003956164973503684e-03,7.474294331151532112e-06
1.008220464604429739e-01,8.141937383938100403e-01,1.142042848028419853e-03,8.768762271075615554e-04,7.215770306089346814e-06
1.281103401436006484e-01,9.349025991050236017e-01,7.133594771991641883e-04,1.348106374439849309e-03,7.232972347389811119e-06
1.096732240642265682e-01,7.802143629348553544e-01,1.070104799808281127e-03,1.479684803691952389e-03,7.909058702200718558e-06
1.179204287802194384e-01,7.788086801339993981e-01,4.240883455431905058e-04,1.328355411642886041e-03,7.415683446190618288e-06
1.278675404116783876e-01,7.320840532565426884e-01,3.660273593023303986e-04,8.095105715966964544e-04,8.586472050939543256e-06
1.050469337183385365e-01,6.544733384686124422e-01,4.078641553483775234e-04,1.179059403178917866e-03,7.431615278431923984e-06
1.315097135602825429e-01,8.633166637621704220e-01,8.968238089538713804e-04,1.100106174638205590e-03,6.327528747912277535e-06
1.015379179861505832e-01,7.589353550845806540e-01,9.903783177079013116e-04,1.840902804181048956e-04,7.098956094592987756e-06
1.233769396360747950e-01,7.733271949390830846e-01,1.176669188436724536e-03,7.562297164863555693e-04,8.114464721562041316e-06
1.388860345191718360e-01,8.232572285894830255e-01,5.747776927312567459e-04,4.048491569502330693e-04,7.175703904305727589e-06
1.112985974714635617e-01,6.919205480005814479e-01,7.276207370188800651e-04,9.494977917746129890e-04,5.936153945652056264e-06
1.233205038281196125e-01,8.404165212027026044e-01,1.390054851176347880e-03,8.836425241393562873e-04,6.847701416486046717e-06
1.321873046569496668e-01,7.383283167269392155e-01,2.673924421739367653e-04,8.223112241481132594e-05,6.249409680576770361e-06
1.136508760422522551e-01,8.436250876609396876e-01,3.349893726594167808e-04,1.214314652337262308e-03,9.190097688797387905e-06
1.320058186987009829e-01,8.682056578090591170e-01,8.940238631707281194e-04,2.023426987631825108e-04,8.738702839027012411e-06
1.336517078629370636e-01,7.203603988852487205e-01,4.619280046374636033e-04,1.239088283284320866e-03,7.969270134263412378e-06
1.119968656810504809e-01,8.070873206771703723e-01,6.235429179686518717e-04,9.703377829706729329e-04,7.539669189946305988e-06
1.194915843359963536e-01,8.669397860130230171e-01,1.389130650935239660e-03,2.149791255567251624e-04,7.880926102354709694e-06
1.286578122775504096e-01,8.071134220861199138e-01,2.128757291609588366e-04,9.233437548511988805e-04,6.646435535064586533e-06
1.183788113355006971e-01,6.892627811495225520e-01,1.353406122040698217e-03,1.266654189990860805e-03,6.949738027620538576e-06
1.300954716026554991e-01,8.324332989751510592e-01,1.390607750352933951e-03,3.746779768382300056e-04,7.394367060837324501e-06
1.095284934061348248e-01,8.598843999800115379e-01,1.320124804717618706e-03,1.062078060822436000e-03,7.079889934684946293e-06
1.353603506223853559e-01,8.280797325208982818e-01,4.951196208010488330e-04,4.533738717857365612e-04,6.109115877515784176e-06
1.398735206619194926e-01,9.565508568412948165e-01,9.983385093006917708e-04,8.033422387930938807e-04,8.910938194308548637e-06
1.215323548219889305e-01,8.430420737833124178e-01,1.045804939024977138e-03,6.357922884200107889e-04,7.241561852046204320e-06
1.056797506751694649e-01,9.323472719565106814e-01,7.582226828237548059e-04,1.618343299818055751e-04,7.357370420149149709e-06
1.106728997329302633e-01,7.349319964396965332e-01,1.320076266432779373e-03,2.791526007837456824e-04,7.013503189270451145e-06
1.036421115473732668e-01,7.356051204608954341e-01,1.354108115341021374e-03,1.076118538700611285e-03,6.876562599359099519e-06
1.185321497227105614e-01,8.966365490730912047e-01,7.147415407729244526e-04,1.272958709986697287e-03,7.138735760236364606e-06
1.385711084006064353e-01,8.036024192264868971e-01,2.058945246386200138e-04,1.146001610120965693e-03,8.057192045652745996e-06
1.211345375723663076e-01,7.447533786947554413e-01,6.669785387374109475e-04,3.767525936793664101e-04,7.815511373261399059e-06
1.261773683979983685e-01,9.452421075576857845e-01,8.802858815924395315e-04,1.088631586577709859e-03,7.123947236962013780e-06
1.075855412910130537e-01,7.927129053413387583e-01,6.638699060487083733e-04,4.143984154671135787e-04,5.714114783416652123e-06
1.352652006054630429e-01,8.808563406593359346e-01,3.354207699841765811e-04,1.301619484170317290e-03,7.961804986303886442e-06
1.268759594587473283e-01,8.745621127192286792e-01,9.157886347008455455e-04,4.651213115601241432e-04,6.898223023960201267e-06
1.312551919171325299e-01,9.233131734196400320e-01,4.682604459165503946e-04,1.136404254220354333e-03,7.503443661132001515e-06
1.017038927100628320e-01,8.509989919138406522e-01,6.091408470886870491e-04,4.966196056332961278e-04,5.916291937985003899e-06
1.131726061872271732e-01,8.808902398784336230e-01,1.240987651764032754e-03,1.151468057224824652e-04,7.657583046187606656e-06
1.278534140005173902e-01,7.929655870107042981e-01,5.070863649033933258e-04,3.984603779777033390e-04,7.139951915407495261e-06
1.054744286103097423e-01,7.744250066010180955e-01,2.935107284758498199e-04,1.172166707164192965e-03,7.344608801018213755e-06
1.359335594826854288e-01,9.288222414880242805e-01,7.677842781277500854e-04,7.863984737886270393e-04,7.192016815422167610e-06
1.357723440444845997e-01,8.100480531360916281e-01,1.352628646388478583e-03,8.857904120359420016e-05,7.068518828984253415e-06
1.078399115508408834e-01,9.743115556644432740e-01,2.048663554177648533e-04,2.943760606896998495e-04,7.444177320064624926e-06
1.000729741719047355e-01,8.598045572580360618e-01,1.022567907048335797e-03,6.858512116529494156e-04,8.765173206017206581e-06
1.027000919722735606e-01,8.505698028215741280e-01,4.077074739913515850e-04,3.423297990682197902e-04,6.459256894926478550e-06
1.078091302356234543e-01,7.258625433645760072e-01,2.437772130190595660e-04,2.547091607273698800e-04,6.992323317625633506e-06
1.037587959221772382e-01,9.602930829444343841e-01,1.286662205661233318e-03,4.693682361633992844e-04,6.078306585495619688e-06
